Text,LanguageCode,Language
"swamp guinea","en","English"
"swamp guineas","en","English"
"swastika","en","English"
"swinger","en","English"
"syphilis","en","English"
"t i t","en","English"
"t i ts","en","English"
"t1t","en","English"
"t1tt1e5","en","English"
"t1tties","en","English"
"taboo","en","English"
"tacohead","en","English"
"tacoheads","en","English"
"taff","en","English"
"tainted love","en","English"
"take off your","en","English"
"tar babies","en","English"
"tar baby","en","English"
"tarbaby","en","English"
"tard","en","English"
"taste my","en","English"
"tastemy","en","English"
"tawdry","en","English"
"tea bagging","en","English"
"teabagging","en","English"
"teat","en","English"
"teets","en","English"
"teez","en","English"
"terd","en","English"
"terror","en","English"
"terrorist","en","English"
"teste","en","English"
"testee","en","English"
"testes","en","English"
"testical","en","English"
"testicle","en","English"
"testicles","en","English"
"testis","en","English"
"thicklip","en","English"
"thicklips","en","English"
"thirdeye","en","English"
"thirdleg","en","English"
"threesome","en","English"
"threeway","en","English"
"throating","en","English"
"thumbzilla","en","English"
"thundercunt","en","English"
"tied up","en","English"
"tig ol bitties","en","English"
"tig old bitties","en","English"
"tight white","en","English"
"timber nigger","en","English"
"timber niggers","en","English"
"timbernigger","en","English"
"tinkle","en","English"
"tit","en","English"
"titbitnipply","en","English"
"titfuck","en","English"
"titfucker","en","English"
"titfuckin","en","English"
"titi","en","English"
"titjob","en","English"
"titlicker","en","English"
"titlover","en","English"
"tits","en","English"
"titt","en","English"
"tittie","en","English"
"tittie5","en","English"
"tittiefucker","en","English"
"titties","en","English"
"tittis","en","English"
"titty","en","English"
"tittyfuck","en","English"
"tittyfucker","en","English"
"tittys","en","English"
"tittywank","en","English"
"titwank","en","English"
"tity","en","English"
"to murder","en","English"
"toke","en","English"
"tongethruster","en","English"
"tongue in a","en","English"
"tongueina","en","English"
"tonguethrust","en","English"
"tonguetramp","en","English"
"toots","en","English"
"topless","en","English"
"tortur","en","English"
"torture","en","English"
"tosser","en","English"
"towel head","en","English"
"towel heads","en","English"
"towelhead","en","English"
"trailertrash","en","English"
"tramp","en","English"
"trannie","en","English"
"tranny","en","English"
"transsexual","en","English"
"transvestite","en","English"
"trashy","en","English"
"tribadism","en","English"
"triplex","en","English"
"trisexual","en","English"
"trois","en","English"
"trojan","en","English"
"trots","en","English"
"tub girl","en","English"
"tubgirl","en","English"
"tuckahoe","en","English"
"tunneloflove","en","English"
"turd burgler","en","English"
"turnon","en","English"
"tush","en","English"
"tushy","en","English"
"tw4t","en","English"
"twat","en","English"
"twathead","en","English"
"twatlips","en","English"
"twats","en","English"
"twatty","en","English"
"twatwaffle","en","English"
"twink","en","English"
"twinkie","en","English"
"two girls one cup","en","English"
"twobitwhore","en","English"
"twunt","en","English"
"twunter","en","English"
"udge packer","en","English"
"ukrop","en","English"
"unclefucker","en","English"
"undressing","en","English"
"unfuckable","en","English"
"upskirt","en","English"
"uptheass","en","English"
"upthebutt","en","English"
"urethra play","en","English"
"urethraplay","en","English"
"urophilia","en","English"
"usama","en","English"
"ussys","en","English"
"uzi","en","English"
"v a g i n a","en","English"
"v14gra","en","English"
"v1gra","en","English"
"v4gra","en","English"
"va-j-j","en","English"
"va1jina","en","English"
"vag","en","English"
"vag1na","en","English"
"vagiina","en","English"
"vagina","en","English"
"vaj1na","en","English"
"vajina","en","English"
"valium","en","English"
"venus mound","en","English"
"vgra","en","English"
"vibr","en","English"
"vibrater","en","English"
"vibrator","en","English"
"vigra","en","English"
"violet wand","en","English"
"virgin","en","English"
"virginbreaker","en","English"
"vixen","en","English"
"vjayjay","en","English"
"vodka","en","English"
"vomit","en","English"
"vorarephilia","en","English"
"voyeur","en","English"
"voyeurweb","en","English"
"voyuer","en","English"
"vullva","en","English"
"vulva","en","English"
"w00se","en","English"
"w0p","en","English"
"wab","en","English"
"wad","en","English"
"wang","en","English"
"wank","en","English"
"wanker","en","English"
"wanking","en","English"
"wanky","en","English"
"waysted","en","English"
"wazoo","en","English"
"weenie","en","English"
"weewee","en","English"
"weiner","en","English"
"welcher","en","English"
"wench","en","English"
"wet dream","en","English"
"wetb","en","English"
"wetback","en","English"
"wetbacks","en","English"
"wetdream","en","English"
"wetspot","en","English"
"wh00r","en","English"
"wh0re","en","English"
"wh0reface","en","English"
"whacker","en","English"
"whash","en","English"
"whigger","en","English"
"whiggers","en","English"
"whiskeydick","en","English"
"whiskydick","en","English"
"whit","en","English"
"white power","en","English"
"white trash","en","English"
"whitenigger","en","English"
"whitepower","en","English"
"whites","en","English"
"whitetrash","en","English"
"whitey","en","English"
"whiteys","en","English"
"whities","en","English"
"whoar","en","English"
"whop","en","English"
"whoralicious","en","English"
"whore","en","English"
"whorealicious","en","English"
"whorebag","en","English"
"whored","en","English"
"whoreface","en","English"
"whorefucker","en","English"
"whorehopper","en","English"
"whorehouse","en","English"
"whores","en","English"
"whoring","en","English"
"wigga","en","English"
"wiggas","en","English"
"wigger","en","English"
"wiggers","en","English"
"willie","en","English"
"willies","en","English"
"williewanker","en","English"
"willy","en","English"
"wog","en","English"
"wogs","en","English"
"woose","en","English"
"wop","en","English"
"worldsex","en","English"
"wrapping men","en","English"
"wrinkled starfish","en","English"
"wtf","en","English"
"wuss","en","English"
"wuzzie","en","English"
"x-rated","en","English"
"x-rated2g1c","en","English"
"xkwe","en","English"
"xrated","en","English"
"xtc","en","English"
"xx","en","English"
"xxx","en","English"
"xxxxxx","en","English"
"yank","en","English"
"yaoi","en","English"
"yarpie","en","English"
"yarpies","en","English"
"yeasty","en","English"
"yed","en","English"
"yellow showers","en","English"
"yellowman","en","English"
"yellowshowers","en","English"
"yid","en","English"
"yids","en","English"
"yiffy","en","English"
"yobbo","en","English"
"yourboobs","en","English"
"yourpenis","en","English"
"yourtits","en","English"
"yury","en","English"
"zabourah","en","English"
"zigabo","en","English"
"zigabos","en","English"
"zipperhead","en","English"
"zipperheads","en","English"
"zoophile","en","English"
"zoophilia","en","English"
"🖕","en","English"
"احتلام","ar","Arabic"
"احتلام","ar","Arabic"
"اغتصاب","ar","Arabic"
"بز","ar","Arabic"
"بز","ar","Arabic"
"بزاز","ar","Arabic"
"بزاز","ar","Arabic"
"بظر","ar","Arabic"
"بظر","ar","Arabic"
"بيضان","ar","Arabic"
"بيضان","ar","Arabic"
"تمص","ar","Arabic"
"ثدي","ar","Arabic"
"جماع","ar","Arabic"
"جماع","ar","Arabic"
"حلمة","ar","Arabic"
"حلمة","ar","Arabic"
"خنثي","ar","Arabic"
"خنثي","ar","Arabic"
"خول","ar","Arabic"
"زب","ar","Arabic"
"زب","ar","Arabic"
"سحاق","ar","Arabic"
"سحاق","ar","Arabic"
"سحاقية","ar","Arabic"
"سحاقية","ar","Arabic"
"سكس","ar","Arabic"
"سكس","ar","Arabic"
"شاذ","ar","Arabic"
"شاذ","ar","Arabic"
"شرج","ar","Arabic"
"شرج","ar","Arabic"
"شرموطة","ar","Arabic"
"شرموطة","ar","Arabic"
"شهوة","ar","Arabic"
"شهوة","ar","Arabic"
"طيز","ar","Arabic"
"طيز","ar","Arabic"
"عاهرة","ar","Arabic"
"عرص","ar","Arabic"
"عرص","ar","Arabic"
"فرج","ar","Arabic"
"فرج","ar","Arabic"
"قحبة","ar","Arabic"
"قحبة","ar","Arabic"
"قضيب","ar","Arabic"
"قضيب","ar","Arabic"
"كس","ar","Arabic"
"كس","ar","Arabic"
"لبوة","ar","Arabic"
"لبوة","ar","Arabic"
"لحس","ar","Arabic"
"لحس","ar","Arabic"
"لعق","ar","Arabic"
"لعق","ar","Arabic"
"لواط","ar","Arabic"
"لواط","ar","Arabic"
"لوطي","ar","Arabic"
"لوطي","ar","Arabic"
"مبادل","ar","Arabic"
"مبادل","ar","Arabic"
"متناك","ar","Arabic"
"متناك","ar","Arabic"
"متناكة","ar","Arabic"
"مص","ar","Arabic"
"مفلقسة","ar","Arabic"
"مفلقسة","ar","Arabic"
"نيك","ar","Arabic"
"نيك","ar","Arabic"
"","cs","Czech"
"bordel","cs","Czech"
"buzna","cs","Czech"
"buzna","cs","Czech"
"chcanky","cs","Czech"
"chuj","cs","Czech"
"debil","cs","Czech"
"debil","cs","Czech"
"do piče","cs","Czech"
"do prdele","cs","Czech"
"do prdele","cs","Czech"
"dršťka","cs","Czech"
"dršťka","cs","Czech"
"držka","cs","Czech"
"flundra","cs","Czech"
"hajzl","cs","Czech"
"hovno","cs","Czech"
"jebat","cs","Czech"
"kokot","cs","Czech"
"kokotina","cs","Czech"
"koňomrd","cs","Czech"
"kunda","cs","Czech"
"kurva","cs","Czech"
"mamrd","cs","Czech"
"mrdat","cs","Czech"
"mrdka","cs","Czech"
"mrdník","cs","Czech"
"oslošoust","cs","Czech"
"pizda","cs","Czech"
"piča","cs","Czech"
"prcat","cs","Czech"
"prdel","cs","Czech"
"prdelka","cs","Czech"
"píchat","cs","Czech"
"píčus","cs","Czech"
"sračka","cs","Czech"
"srát","cs","Czech"
"vypíčenec","cs","Czech"
"zkurvit","cs","Czech"
"zkurvysyn","cs","Czech"
"zmrd","cs","Czech"
"čumět","cs","Czech"
"čumět","cs","Czech"
"čurák","cs","Czech"
"čurák","cs","Czech"
"šoustat","cs","Czech"
"šulin","cs","Czech"
"žrát","cs","Czech"
"bøsserøv","da","Danish"
"cock","da","Danish"
"fisse","da","Danish"
"fissehår","da","Danish"
"fuck","da","Danish"
"hestepik","da","Danish"
"kussekryller","da","Danish"
"lort","da","Danish"
"luder","da","Danish"
"pik","da","Danish"
"pikhår","da","Danish"
"pikslugeri","da","Danish"
"piksutteri","da","Danish"
"pis","da","Danish"
"røv","da","Danish"
"røvhul","da","Danish"
"røvskæg","da","Danish"
"røvspræke","da","Danish"
"shit","da","Danish"
"MILF","de","German"
"analritter","de","German"
"arsch","de","German"
"arschficker","de","German"
"arschlecker","de","German"
"bimbo","de","German"
"bonze","de","German"
"bratze","de","German"
"bumsen","de","German"
"dödel","de","German"
"fick","de","German"
"ficken","de","German"
"flittchen","de","German"
"fotze","de","German"
"fratze","de","German"
"hackfresse","de","German"
"hure","de","German"
"hurensohn","de","German"
"ische","de","German"
"kackbratze","de","German"
"kacke","de","German"
"kacken","de","German"
"kackwurst","de","German"
"kampflesbe","de","German"
"kanake","de","German"
"kimme","de","German"
"lümmel","de","German"
"morgenlatte","de","German"
"mufti","de","German"
"muschi","de","German"
"möpse","de","German"
"möse","de","German"
"nackt","de","German"
"neger","de","German"
"nigger","de","German"
"nippel","de","German"
"nutte","de","German"
"onanieren","de","German"
"orgasmus","de","German"
"pimmel","de","German"
"pimpern","de","German"
"pinkeln","de","German"
"pissen","de","German"
"pisser","de","German"
"popel","de","German"
"poppen","de","German"
"porno","de","German"
"reudig","de","German"
"rosette","de","German"
"schabracke","de","German"
"scheisser","de","German"
"scheiße","de","German"
"schiesser","de","German"
"schlampe","de","German"
"schnackeln","de","German"
"schwanzlutscher","de","German"
"schwuchtel","de","German"
"tittchen","de","German"
"titten","de","German"
"vollpfosten","de","German"
"vögeln","de","German"
"wichse","de","German"
"wichsen","de","German"
"wichser","de","German"
"bugren","eo","Esperanto"
"bugri","eo","Esperanto"
"bugru","eo","Esperanto"
"diofek","eo","Esperanto"
"diofeka","eo","Esperanto"
"fek","eo","Esperanto"
"feken","eo","Esperanto"
"fekfikanto","eo","Esperanto"
"feklekulo","eo","Esperanto"
"fekulo","eo","Esperanto"
"fik","eo","Esperanto"
"fikado","eo","Esperanto"
"fikema","eo","Esperanto"
"fikfek","eo","Esperanto"
"fiki","eo","Esperanto"
"fikilo","eo","Esperanto"
"fikiĝi","eo","Esperanto"
"fikiĝu","eo","Esperanto"
"fikklaŭno","eo","Esperanto"
"fikota","eo","Esperanto"
"fiku","eo","Esperanto"
"forfiki","eo","Esperanto"
"forfikiĝu","eo","Esperanto"
"forfiku","eo","Esperanto"
"forfurzu","eo","Esperanto"
"forpisi","eo","Esperanto"
"forpisu","eo","Esperanto"
"furzulo","eo","Esperanto"
"kacen","eo","Esperanto"
"kaco","eo","Esperanto"
"kacsuĉulo","eo","Esperanto"
"kojono","eo","Esperanto"
"piĉen","eo","Esperanto"
"piĉo","eo","Esperanto"
"zamenfek","eo","Esperanto"
"ĉiesulino","eo","Esperanto"
"ĉiesulo","eo","Esperanto"
"Asesinato","es","Spanish"
"Bollera","es","Spanish"
"Cabron","es","Spanish"
"Cabrón","es","Spanish"
"Caca","es","Spanish"
"Chupada","es","Spanish"
"Chupapollas","es","Spanish"
"Chupetón","es","Spanish"
"Concha de tu madre","es","Spanish"
"Coprofagía","es","Spanish"
"Coño","es","Spanish"
"Culo","es","Spanish"
"Drogas","es","Spanish"
"Esperma","es","Spanish"
"Fiesta de salchichas","es","Spanish"
"Follador","es","Spanish"
"Follar","es","Spanish"
"Gilipichis","es","Spanish"
"Gilipollas","es","Spanish"
"Hacer una paja","es","Spanish"
"Haciendo el amor","es","Spanish"
"Heroína","es","Spanish"
"Hija de puta","es","Spanish"
"Hijaputa","es","Spanish"
"Hijo de puta","es","Spanish"
"Hijoputa","es","Spanish"
"Idiota","es","Spanish"
"Imbécil","es","Spanish"
"Jilipollas","es","Spanish"
"Kapullo","es","Spanish"
"Lameculos","es","Spanish"
"Maciza","es","Spanish"
"Macizorra","es","Spanish"
"Mamada","es","Spanish"
"Marica","es","Spanish"
"Mariconazo","es","Spanish"
"Maricón","es","Spanish"
"Mierda","es","Spanish"
"Nazi","es","Spanish"
"Orina","es","Spanish"
"Pedo","es","Spanish"
"Pervertido","es","Spanish"
"Pezón","es","Spanish"
"Pinche","es","Spanish"
"Pis","es","Spanish"
"Prostituta","es","Spanish"
"Puta","es","Spanish"
"Racista","es","Spanish"
"Ramera","es","Spanish"
"Semen","es","Spanish"
"Sexo","es","Spanish"
"Sexo oral","es","Spanish"
"Soplagaitas","es","Spanish"
"Soplapollas","es","Spanish"
"Sádico","es","Spanish"
"Tetas grandes","es","Spanish"
"Travesti","es","Spanish"
"Trio","es","Spanish"
"Tía buena","es","Spanish"
"Verga","es","Spanish"
"Vulva","es","Spanish"
"asno","es","Spanish"
"concha","es","Spanish"
"infierno","es","Spanish"
"maldito","es","Spanish"
"martillo","es","Spanish"
"vete a la mierda","es","Spanish"
"آب کیر","fa","Persian"
"ارگاسم","fa","Persian"
"برهنه","fa","Persian"
"تجاوز","fa","Persian"
"تخمی","fa","Persian"
"جق","fa","Persian"
"جقی","fa","Persian"
"جلق","fa","Persian"
"جنده","fa","Persian"
"حشر","fa","Persian"
"حشری","fa","Persian"
"داف","fa","Persian"
"دودول","fa","Persian"
"ساک زدن","fa","Persian"
"سوپر","fa","Persian"
"سکس","fa","Persian"
"سکس کردن","fa","Persian"
"سکسی","fa","Persian"
"شق کردن","fa","Persian"
"شهوت","fa","Persian"
"شهوتی","fa","Persian"
"شونبول","fa","Persian"
"فیلم سوپر","fa","Persian"
"لاشی","fa","Persian"
"لاپا","fa","Persian"
"لاپایی","fa","Persian"
"لخت","fa","Persian"
"لش","fa","Persian"
"منی","fa","Persian"
"هرزه","fa","Persian"
"پورن","fa","Persian"
"پورنو","fa","Persian"
"چوچول","fa","Persian"
"کس","fa","Persian"
"کس دادن","fa","Persian"
"کس کردن","fa","Persian"
"کسکش","fa","Persian"
"کوس","fa","Persian"
"کون","fa","Persian"
"کون دادن","fa","Persian"
"کون کردن","fa","Persian"
"کونکش","fa","Persian"
"کونی","fa","Persian"
"کیر","fa","Persian"
"کیری","fa","Persian"
"alfred nussi","fi","Finnish"
"bylsiä","fi","Finnish"
"haahka","fi","Finnish"
"haista paska","fi","Finnish"
"haista vittu","fi","Finnish"
"hatullinen","fi","Finnish"
"helvetisti","fi","Finnish"
"hevonkuusi","fi","Finnish"
"hevonpaska","fi","Finnish"
"hevonperse","fi","Finnish"
"hevonvittu","fi","Finnish"
"hevonvitunperse","fi","Finnish"
"hitosti","fi","Finnish"
"hitto","fi","Finnish"
"huorata","fi","Finnish"
"hässiä","fi","Finnish"
"juosten kustu","fi","Finnish"
"jutku","fi","Finnish"
"jutsku","fi","Finnish"
"jätkä","fi","Finnish"
"kananpaska","fi","Finnish"
"koiranpaska","fi","Finnish"
"kuin esterin perseestä","fi","Finnish"
"kulli","fi","Finnish"
"kullinluikaus","fi","Finnish"
"kuppainen","fi","Finnish"
"kusaista","fi","Finnish"
"kuseksia","fi","Finnish"
"kusettaa","fi","Finnish"
"kusi","fi","Finnish"
"kusipää","fi","Finnish"
"kusta","fi","Finnish"
"kyrpiintynyt","fi","Finnish"
"kyrpiintyä","fi","Finnish"
"kyrpiä","fi","Finnish"
"kyrpä","fi","Finnish"
"kyrpänaama","fi","Finnish"
"kyrvitys","fi","Finnish"
"lahtari","fi","Finnish"
"lutka","fi","Finnish"
"molo","fi","Finnish"
"molopää","fi","Finnish"
"mulkero","fi","Finnish"
"mulkku","fi","Finnish"
"mulkvisti","fi","Finnish"
"muna","fi","Finnish"
"munapää","fi","Finnish"
"munaton","fi","Finnish"
"mutakuono","fi","Finnish"
"mutiainen","fi","Finnish"
"naida","fi","Finnish"
"nainti","fi","Finnish"
"narttu","fi","Finnish"
"neekeri","fi","Finnish"
"nekru","fi","Finnish"
"nuolla persettä","fi","Finnish"
"nussia","fi","Finnish"
"nussija","fi","Finnish"
"nussinta","fi","Finnish"
"paljaalla","fi","Finnish"
"palli","fi","Finnish"
"pallit","fi","Finnish"
"paneskella","fi","Finnish"
"panettaa","fi","Finnish"
"panna","fi","Finnish"
"pano","fi","Finnish"
"pantava","fi","Finnish"
"paska","fi","Finnish"
"paskainen","fi","Finnish"
"paskamainen","fi","Finnish"
"paskanmarjat","fi","Finnish"
"paskantaa","fi","Finnish"
"paskapuhe","fi","Finnish"
"paskapää","fi","Finnish"
"paskattaa","fi","Finnish"
"paskiainen","fi","Finnish"
"paskoa","fi","Finnish"
"pehko","fi","Finnish"
"pentele","fi","Finnish"
"perkele","fi","Finnish"
"perkeleesti","fi","Finnish"
"persaukinen","fi","Finnish"
"perse","fi","Finnish"
"perseennuolija","fi","Finnish"
"perseet olalla","fi","Finnish"
"persereikä","fi","Finnish"
"perseääliö","fi","Finnish"
"persläpi","fi","Finnish"
"perspano","fi","Finnish"
"persvako","fi","Finnish"
"pilkunnussija","fi","Finnish"
"pillu","fi","Finnish"
"pillut","fi","Finnish"
"pipari","fi","Finnish"
"piru","fi","Finnish"
"pistää","fi","Finnish"
"pyllyvako","fi","Finnish"
"reikä","fi","Finnish"
"reva","fi","Finnish"
"ripsipiirakka","fi","Finnish"
"runkata","fi","Finnish"
"runkkari","fi","Finnish"
"runkkaus","fi","Finnish"
"runkku","fi","Finnish"
"ryssä","fi","Finnish"
"rättipää","fi","Finnish"
"saatanasti","fi","Finnish"
"suklaaosasto","fi","Finnish"
"tavara","fi","Finnish"
"toosa","fi","Finnish"
"tuhkaluukku","fi","Finnish"
"tumputtaa","fi","Finnish"
"turpasauna","fi","Finnish"
"tussu","fi","Finnish"
"tussukka","fi","Finnish"
"tussut","fi","Finnish"
"vakipano","fi","Finnish"
"vetää käteen","fi","Finnish"
"viiksi","fi","Finnish"
"vittu","fi","Finnish"
"vittuilla","fi","Finnish"
"vittuilu","fi","Finnish"
"vittumainen","fi","Finnish"
"vittuuntua","fi","Finnish"
"vittuuntunut","fi","Finnish"
"vitun","fi","Finnish"
"vitusti","fi","Finnish"
"vituttaa","fi","Finnish"
"vitutus","fi","Finnish"
"äpärä","fi","Finnish"
"MALPT","fr","French"
"baiser","fr","French"
"bander","fr","French"
"bigornette","fr","French"
"bite","fr","French"
"bitte","fr","French"
"bloblos","fr","French"
"bosser","fr","French"
"bourré","fr","French"
"bourrée","fr","French"
"brackmard","fr","French"
"branlage","fr","French"
"branler","fr","French"
"branlette","fr","French"
"branleur","fr","French"
"branleuse","fr","French"
"brouter le cresson","fr","French"
"caca","fr","French"
"cailler","fr","French"
"chatte","fr","French"
"chiasse","fr","French"
"chier","fr","French"
"chiottes","fr","French"
"clito","fr","French"
"con","fr","French"
"connard","fr","French"
"connasse","fr","French"
"conne","fr","French"
"couilles","fr","French"
"cramouille","fr","French"
"cul","fr","French"
"drague","fr","French"
"déconne","fr","French"
"déconner","fr","French"
"emmerdant","fr","French"
"emmerder","fr","French"
"emmerdeur","fr","French"
"emmerdeuse","fr","French"
"enculeur","fr","French"
"enculeurs","fr","French"
"enculé","fr","French"
"enculée","fr","French"
"enfoiré","fr","French"
"enfoirée","fr","French"
"fille de pute","fr","French"
"fils de pute","fr","French"
"folle","fr","French"
"foutre","fr","French"
"gerbe","fr","French"
"gerber","fr","French"
"gouine","fr","French"
"grande folle","fr","French"
"grogniasse","fr","French"
"gueule","fr","French"
"jouir","fr","French"
"la putain de ta mère","fr","French"
"merde","fr","French"
"merdeuse","fr","French"
"merdeux","fr","French"
"meuf","fr","French"
"ménage à trois","fr","French"
"nique ta mère","fr","French"
"nique ta race","fr","French"
"nègre","fr","French"
"palucher","fr","French"
"pipi","fr","French"
"pouffiasse","fr","French"
"pousse-crotte","fr","French"
"putain","fr","French"
"pute","fr","French"
"pédale","fr","French"
"pédé","fr","French"
"péter","fr","French"
"ramoner","fr","French"
"sac à foutre","fr","French"
"sac à merde","fr","French"
"salaud","fr","French"
"salope","fr","French"
"suce","fr","French"
"tanche","fr","French"
"tapette","fr","French"
"teuch","fr","French"
"teuf","fr","French"
"tringler","fr","French"
"trique","fr","French"
"troncher","fr","French"
"trou du cul","fr","French"
"turlute","fr","French"
"veuve","fr","French"
"zigounette","fr","French"
"zizi","fr","French"
"étron","fr","French"
"noune","fr-CA-u-sd-caqc",""
"aand","hi","Hindi"
"aandu","hi","Hindi"
"balatkar","hi","Hindi"
"beti chod","hi","Hindi"
"bhadva","hi","Hindi"
"bhadve","hi","Hindi"
"bhandve","hi","Hindi"
"bhootni ke","hi","Hindi"
"bhosad","hi","Hindi"
"bhosadi ke","hi","Hindi"
"boobe","hi","Hindi"
"chakke","hi","Hindi"
"chinaal","hi","Hindi"
"chinki","hi","Hindi"
"chod","hi","Hindi"
"chodu","hi","Hindi"
"chodu bhagat","hi","Hindi"
"chooche","hi","Hindi"
"choochi","hi","Hindi"
"choot","hi","Hindi"
"choot ke baal","hi","Hindi"
"chootia","hi","Hindi"
"chootiya","hi","Hindi"
"chuche","hi","Hindi"
"chuchi","hi","Hindi"
"chudai khanaa","hi","Hindi"
"chudan chudai","hi","Hindi"
"chut","hi","Hindi"
"chut ke baal","hi","Hindi"
"chut ke dhakkan","hi","Hindi"
"chut maarli","hi","Hindi"
"chutad","hi","Hindi"
"chutadd","hi","Hindi"
"chutan","hi","Hindi"
"chutia","hi","Hindi"
"chutiya","hi","Hindi"
"gaand","hi","Hindi"
"gaandfat","hi","Hindi"
"gaandmasti","hi","Hindi"
"gaandufad","hi","Hindi"
"gandu","hi","Hindi"
"gashti","hi","Hindi"
"gasti","hi","Hindi"
"ghassa","hi","Hindi"
"ghasti","hi","Hindi"
"harami","hi","Hindi"
"haramzade","hi","Hindi"
"hawas","hi","Hindi"
"hawas ke pujari","hi","Hindi"
"hijda","hi","Hindi"
"hijra","hi","Hindi"
"jhant","hi","Hindi"
"jhant chaatu","hi","Hindi"
"jhant ke baal","hi","Hindi"
"jhantu","hi","Hindi"
"kamine","hi","Hindi"
"kaminey","hi","Hindi"
"kanjar","hi","Hindi"
"kutta","hi","Hindi"
"kutta kamina","hi","Hindi"
"kutte ki aulad","hi","Hindi"
"kutte ki jat","hi","Hindi"
"kuttiya","hi","Hindi"
"loda","hi","Hindi"
"lodu","hi","Hindi"
"lund","hi","Hindi"
"lund choos","hi","Hindi"
"lund khajoor","hi","Hindi"
"lundtopi","hi","Hindi"
"lundure","hi","Hindi"
"maa ki chut","hi","Hindi"
"maal","hi","Hindi"
"madar chod","hi","Hindi"
"mooh mein le","hi","Hindi"
"mutth","hi","Hindi"
"najayaz","hi","Hindi"
"najayaz aulaad","hi","Hindi"
"najayaz paidaish","hi","Hindi"
"pataka","hi","Hindi"
"patakha","hi","Hindi"
"raand","hi","Hindi"
"randi","hi","Hindi"
"saala","hi","Hindi"
"saala kutta","hi","Hindi"
"saali kutti","hi","Hindi"
"saali randi","hi","Hindi"
"suar","hi","Hindi"
"suar ki aulad","hi","Hindi"
"tatte","hi","Hindi"
"tatti","hi","Hindi"
"teri maa ka bhosada","hi","Hindi"
"teri maa ka boba chusu","hi","Hindi"
"teri maa ki chut","hi","Hindi"
"tharak","hi","Hindi"
"tharki","hi","Hindi"
"balfasz","hu","Hungarian"
"balfaszok","hu","Hungarian"
"balfaszokat","hu","Hungarian"
"balfaszt","hu","Hungarian"
"barmok","hu","Hungarian"
"barmokat","hu","Hungarian"
"barmot","hu","Hungarian"
"barom","hu","Hungarian"
"baszik","hu","Hungarian"
"bazmeg","hu","Hungarian"
"buksza","hu","Hungarian"
"bukszák","hu","Hungarian"
"bukszákat","hu","Hungarian"
"bukszát","hu","Hungarian"
"búr","hu","Hungarian"
"búrok","hu","Hungarian"
"csöcs","hu","Hungarian"
"csöcsök","hu","Hungarian"
"csöcsöket","hu","Hungarian"
"csöcsöt","hu","Hungarian"
"fasz","hu","Hungarian"
"faszfej","hu","Hungarian"
"faszfejek","hu","Hungarian"
"faszfejeket","hu","Hungarian"
"faszfejet","hu","Hungarian"
"faszok","hu","Hungarian"
"faszokat","hu","Hungarian"
"faszt","hu","Hungarian"
"fing","hu","Hungarian"
"fingok","hu","Hungarian"
"fingokat","hu","Hungarian"
"fingot","hu","Hungarian"
"franc","hu","Hungarian"
"francok","hu","Hungarian"
"francokat","hu","Hungarian"
"francot","hu","Hungarian"
"geci","hu","Hungarian"
"gecibb","hu","Hungarian"
"gecik","hu","Hungarian"
"geciket","hu","Hungarian"
"gecit","hu","Hungarian"
"kibaszott","hu","Hungarian"
"kibaszottabb","hu","Hungarian"
"kurafi","hu","Hungarian"
"kurafik","hu","Hungarian"
"kurafikat","hu","Hungarian"
"kurafit","hu","Hungarian"
"kurvák","hu","Hungarian"
"kurvákat","hu","Hungarian"
"kurvát","hu","Hungarian"
"kúr","hu","Hungarian"
"leggecibb","hu","Hungarian"
"legkibaszottabb","hu","Hungarian"
"legszarabb","hu","Hungarian"
"marha","hu","Hungarian"
"marhák","hu","Hungarian"
"marhákat","hu","Hungarian"
"marhát","hu","Hungarian"
"megdöglik","hu","Hungarian"
"pele","hu","Hungarian"
"pelék","hu","Hungarian"
"picsa","hu","Hungarian"
"picsákat","hu","Hungarian"
"picsát","hu","Hungarian"
"pina","hu","Hungarian"
"pinák","hu","Hungarian"
"pinákat","hu","Hungarian"
"pinát","hu","Hungarian"
"pofa","hu","Hungarian"
"pofákat","hu","Hungarian"
"pofát","hu","Hungarian"
"punci","hu","Hungarian"
"puncik","hu","Hungarian"
"pöcs","hu","Hungarian"
"pöcsök","hu","Hungarian"
"pöcsöket","hu","Hungarian"
"pöcsöt","hu","Hungarian"
"segg","hu","Hungarian"
"seggek","hu","Hungarian"
"seggeket","hu","Hungarian"
"segget","hu","Hungarian"
"seggfej","hu","Hungarian"
"seggfejek","hu","Hungarian"
"seggfejeket","hu","Hungarian"
"seggfejet","hu","Hungarian"
"szajha","hu","Hungarian"
"szajhák","hu","Hungarian"
"szajhákat","hu","Hungarian"
"szajhát","hu","Hungarian"
"szar","hu","Hungarian"
"szarabb","hu","Hungarian"
"szarik","hu","Hungarian"
"szarok","hu","Hungarian"
"szarokat","hu","Hungarian"
"szart","hu","Hungarian"
"allupato","it","Italian"
"ammucchiata","it","Italian"
"anale","it","Italian"
"arrapato","it","Italian"
"arrusa","it","Italian"
"arruso","it","Italian"
"assatanato","it","Italian"
"bagascia","it","Italian"
"bagassa","it","Italian"
"bagnarsi","it","Italian"
"baldracca","it","Italian"
"balle","it","Italian"
"battere","it","Italian"
"battona","it","Italian"
"belino","it","Italian"
"biga","it","Italian"
"bocchinara","it","Italian"
